GAP_between_Create_Last,TOTAL_EXPENSED_AMOUNT,APPROVED_AMT,PAID_IN_AMOUNT_ALLOCATION,EXPENSE_TYPE_DESC,CITY,Label
1,4258,2902,2902,餐费,合肥,0
18,12653,280,280,餐费,广州,0
90,7349.33,49,49,出租车费,上海,0
62,8590.4,149.5,149.5,其它差旅费,南京,0
62,8590.4,100,100,补贴,南京,0
21,10903.3,300,300,移动电话费,上饶,0
0,8820,5880,5880,餐费-外部人员,深圳,0
0,8820,2040,2040,会议场地及设备租赁,深圳,0
0,25778.2,672,672,餐费,北京,0
4,8589.13,142,142,餐费,深圳,0
62,8590.4,198,198,旅馆房费-国内,南京,0
0,8472.86,269.5,269.5,移动电话费,宜昌,0
3,16622.12,336,336,餐费,上海,0
1,2736.45,54.4,54.4,餐费,上海,0
9,26822,2768,2768,餐费,北京,0
9,10343.37,1255,1255,餐费,乌鲁木齐,0
0,2332,229,229,餐费,东营,0
3,8033.5,300,300,出租车费,北京,0
3,8033.5,200,200,出租车费,北京,0
52,5983.5,160,160,汽油费,绍兴,0
52,5983.5,60,60,停车及其他收费,绍兴,0
73,3245.78,856,856,餐费,广州,0
16,6736.6,138,138,出租车费,深圳,0
16,6736.6,56.6,56.6,出租车费,深圳,0
25,4006.32,161.38,161.38,移动电话费,上海,0
25,4006.32,120.63,120.63,移动电话费,上海,0
30,6211,87,87,餐费,北京,0
0,15335.21,71.4,71.4,出租车费,福州,0
7,9910.58,100,100,补贴,石家庄,0
0,2020.44,248,248,员工团队用餐及活动,天津,0
3,15664,189,189,旅馆房费-国内,锦州,0
3,15664,50,50,补贴,锦州,0
0,8228.2,116,116,餐费,杭州,0
4,12556.17,2714,2714,餐费,北京,0
5,12627.8,14,14,出租车费,沈阳,0
5,12627.8,125,125,邮寄费用,沈阳,0
54,31322.99,135,135,餐费,台州,0
27,13041.4,25.5,25.5,其它差旅费,宜昌,0
0,5709.9,498,498,员工礼品,南京,0
8,9589.05,150,150,汽油费,临汾,0
4,9394.21,10,10,其它差旅费,枣庄,0
8,4982,1946,1946,办公室小食,北京,0
2,10352.75,19.5,19.5,其它差旅费,潍坊,0
2,10352.75,19.5,19.5,其它差旅费,潍坊,0
26,14791.5,875,875,员工礼品,广州,0
5,15633.6,694,694,餐费,呼和浩特,0
16,25499.4,2793,2793,餐费,北京,0
18,10048.4,90,90,餐费,杭州,0
1,14014.7,1212,1212,餐费,青岛,0
11,13648.5,128,128,出租车费,哈尔滨,0
0,14738.31,245,245,其它差旅费,威海,0
0,14738.31,200,200,餐费,威海,0
35,2147.53,143,143,餐费,太原,0
2,25000,71.5,71.5,其它差旅费,荆州,0
2,25000,3558,3558,餐费,荆州,0
1,13532.93,2996,2996,餐费,南宁,0
7,10511.5,15,15,出租车费,本溪,0
23,3945.55,206,206,出租车费,广州,0
44,11598.83,185,185,办公室小食,阜阳,0
26,6140.8,16,16,出租车费,成都,0
33,9732.3,277,277,餐费,太原,0
33,9732.3,328,328,餐费,太原,0
19,27395,125,125,餐费,广州,0
0,14738.31,158,158,旅馆房费-国内,威海,0
0,14738.31,30,30,其它差旅费,威海,0
7,46960,2789,2789,餐费,北京,0
48,12128.4,168,168,餐费,广州,0
48,12128.4,1,1,出租车费,广州,0
10,27161.6,957,957,餐费,杭州,0
7,7566.2,100,100,补贴,南昌,0
115,14491,22,22,其它差旅费,哈尔滨,0
115,14491,96,96,汽油费,哈尔滨,0
25,29938,206,206,餐费,北京,0
16,46862,180,180,餐费,北京,0
0,6574,933,933,餐费,杭州,0
22,4773.92,65.5,65.5,餐费,杭州,0
22,4773.92,228,228,餐费,杭州,0
0,10470,2200,2200,餐费,青岛,0
4,14798.3,600,600,出租车费,北京,0
14,5380,250,250,移动电话费,杭州,0
7,9343.4,100,100,汽油费,济宁,0
7,14340.35,441.9,441.9,办公室小食,北京,0
7,14340.35,29,29,出租车费,北京,0
17,6162.28,73,73,其它差旅费,红河哈尼族彝族自治州,0
7,7278.4,262,262,餐费,成都,0
2,7000,1780,1780,餐费,长沙,0
1,18897.6,205,205,其它差旅费,聊城,0
1,18897.6,160,160,汽油费,聊城,0
0,2480,2480,2480,内部期刊图书费用,北京,0
43,3432.24,30,30,其它差旅费,重庆,0
43,3432.24,30,30,其它差旅费,重庆,0
7,7278.4,100,100,固定电话及宽带相关费用,成都,0
6,5508.4,1150,1150,旅馆房费-国内,青岛,0
6,5508.4,50,50,补贴,青岛,0
8,24470,291,291,餐费,北京,0
104,37271.3,129,129,餐费,杭州,0
7,26834,2992,2992,餐费,天津,0
27,7367.3,22,22,邮寄费用,南昌,0
4,14798.3,600,600,出租车费,北京,0
10,21499.61,197.01,197.01,餐费,无锡,0
14,12956,100,100,补贴,南昌,0
25,14549,500,500,办公室小食,杭州,0
25,7420.4,99,99,印刷及办公费用,宁波,0
5,15633.6,1680,1680,餐费,呼和浩特,0
45,6589.1,14,14,其它差旅费,上海,0
5,14127.49,53,53,办公室小食,沈阳,0
7,20552.5,2699,2699,餐费,北京,0
17,15633,36,36,餐费,郑州,0
5,9992,330,330,旅馆房费-国内,杭州,0
2,10352.75,99,99,餐费,潍坊,0
0,9238,360,360,餐费,临沂,0
23,5072.61,10,10,其它差旅费,绍兴,0
3,3979.96,386,386,移动电话费,乌鲁木齐,0
0,3990,3990,3990,餐费,杭州,0
1,7438.57,450,450,餐费,乌鲁木齐,0
9,9801,100,100,补贴,泉州,0
7,6005.2,245,245,餐费,南京,0
4,14613,2650,2650,餐费,南通,0
0,14738.31,30,30,出租车费,威海,0
0,3067,102,102,餐费,北京,0
8,41168,1966,1966,餐费,北京,0
24,9892.56,2210,2210,餐费,杭州,0
19,4020,387,387,办公室小食,天津,0
3,7872.92,989,989,餐费,玉溪,0
3,7872.92,114.4,114.4,办公室小食,玉溪,0
2,15055,508,508,餐费,北京,0
15,12860.9,210,210,餐费,重庆,0
7,9910.58,6,6,出租车费,石家庄,0
4,4725,68,68,餐费,北京,0
4,4725,264,264,餐费,北京,0
0,1031,71,71,出租车费,上海,0
36,25908,2600,2600,餐费,盐城,0
1,9176.6,13.8,13.8,出租车费,西安,0
13,21293,294,294,餐费,上海,0
12,15656.51,70,70,固定电话及宽带相关费用,哈尔滨,0
12,15656.51,400.2,400.2,移动电话费,哈尔滨,0
37,11994.8,410,410,餐费,宁波,0
6,25311.15,122,122,办公室小食,上海,0
39,14437.24,1584,1584,办公室小食,太原,0
5,6916.75,50,50,补贴,武汉,0
3,17589.2,53,53,出租车费,上海,0
15,6479.1,100,100,补贴,上海,0
5,6916.75,179.8,179.8,出租车费,武汉,0
13,8025.1,30,30,餐费,广州,0
36,4718.17,49,49,餐费,北京,0
13,21293,54,54,餐费,上海,0
27,13041.4,19.5,19.5,出租车费,宜昌,0
1,4463.4,96,96,餐费,上海,0
4,14798.3,600,600,出租车费,北京,0
23,4755.28,418,418,餐费,南京,0
17,15392.85,172.79,172.79,移动电话费,北京,0
23,4755.28,35,35,出租车费,南京,0
23,4755.28,111,111,出租车费,南京,0
23,4755.28,30,30,出租车费,南京,0
23,4755.28,120,120,出租车费,南京,0
3,19704,4640,4640,餐费,无锡,0
1,11452.9,94,94,办公室小食,大庆,0
31,7555,132,132,餐费,成都,0
6,16892.6,162,162,餐费,大连,0
6,16892.6,2391,2391,餐费,大连,0
0,6196,184,184,餐费,上海,0
10,13985.2,100,100,其它差旅费,晋城,0
3,4938.15,1320,1320,餐费,南宁,0
38,9788.25,159,159,餐费,广州,0
20,9705.1,50,50,其它差旅费,济南,0
4,11415.82,1936,1936,餐费,北京,0
20,9705.1,165,165,其它差旅费,济南,0
5,11895,2352,2352,餐费,上海,0
5,11895,63,63,餐费,上海,0
5,11895,490,490,餐费,上海,0
14,12956,100,100,汽油费,南昌,0
8,24470,320,320,餐费,北京,0
6,24641,1192,1192,餐费,北京,0
6,24641,400,400,出租车费,北京,0
0,3244.5,2250,2250,办公室小食,杭州,0
0,3244.5,994.5,994.5,餐费,杭州,0
16,8496,2950,2950,餐费,杭州,0
16,8496,5546,5546,餐费,杭州,0
10,26477.63,200,200,出租车费,北京,0
10,26477.63,200,200,出租车费,北京,0
8,24470,600,600,出租车费,北京,0
21,5118.4,136,136,餐费,南京,0
15,6479.1,115,115,移动电话费,上海,0
8,638,50,50,补贴,长春,0
6,4515,97,97,餐费,南京,0
21,8434.29,476,476,其它差旅费,上海,0
21,8434.29,100,100,补贴,上海,0
21,8434.29,249,249,出租车费,上海,0
13,20061.1,270,270,餐费,深圳,0
13,8025.1,15,15,出租车费,广州,0
6,3656.42,398.42,398.42,移动电话费,重庆,0
1,19934.6,136,136,餐费,江门,0
2,14941,500,500,办公室小食,北京,0
46,14062.93,338,338,旅馆房费-国内,百色,0
1,15668,2960,2960,餐费,烟台,0
13,2783,2783,2783,餐费,深圳,0
7,9456,251,251,餐费,成都,0
7,9456,300,300,移动电话费,成都,0
0,6999,1500,1500,餐费,北京,0
2,2858.1,104,104,餐费,哈尔滨,0
6,24542.83,67,67,餐费,北京,0
9,18810.8,2100,2100,餐费,上海,0
21,5192.87,296,296,旅馆房费-国内,重庆,0
21,5192.87,29,29,其它差旅费,重庆,0
28,10956,379,379,餐费,南京,0
28,10956,160,160,汽油费,南京,0
5,9207.99,326.49,326.49,移动电话费,郑州,0
1,4744.4,416,416,餐费,重庆,0
20,8399.1,193,193,餐费,郑州,0
0,4693,180,180,餐费,上海,0
1,11723.5,226,226,餐费,日照,0
0,1564,1564,1564,餐费,石家庄,0
9,14968.8,257,257,出租车费,哈尔滨,0
7,14965,2526,2526,餐费,沈阳,0
2,21142.8,900,900,员工礼品,南京,0
0,7643.5,350,350,餐费,上海,0
0,7643.5,24,24,餐费,上海,0
23,20230,5757,5757,员工礼品,广州,0
0,14762,2108,2108,餐费,潍坊,0
10,26151,2827,2827,餐费,北京,0
23,20230,179,179,餐费,广州,0
0,209,50,50,补贴,镇江,0
8,4415.79,258,258,办公室小食,上海,0
8,2431.05,15,15,其它差旅费,南京,0
8,2431.05,14,14,其它差旅费,南京,0
8,2431.05,11,11,其它差旅费,南京,0
22,16727.96,2790,2790,餐费,上海,0
22,16727.96,26,26,餐费,上海,0
1,46670,2687,2687,餐费,北京,0
8,14874,195,195,餐费,沈阳,0
19,29063.9,153,153,出租车费,上海,0
19,29063.9,413,413,餐费,上海,0
23,5072.61,10,10,其它差旅费,绍兴,0
12,15619,100,100,补贴,安阳,0
13,4028.8,100,100,补贴,合肥,0
7,11061.9,108,108,餐费,吉林,0
3,10589.9,21,21,出租车费,杭州,0
3,10589.9,14,14,其它差旅费,杭州,0
53,14824.8,1131,1131,餐费,长沙,0
3,10589.9,100,100,补贴,杭州,0
5,1860,148,148,出租车费,广州,0
27,7367.3,270,270,餐费,南昌,0
2,29702,2480,2480,餐费,青岛,0
24,3547,872,872,员工团队用餐及活动,贵阳,0
24,3547,100,100,汽油费,贵阳,0
3,15346.97,134,134,餐费,南京,0
12,5009.68,501,501,餐费,北京,0
5,786.48,116.5,116.5,餐费,上海,0
11,13648.5,1710,1710,旅馆房费-国内,哈尔滨,0
7,10511.5,29,29,其它差旅费,本溪,0
7,11954.5,1521,1521,餐费,北京,0
20,5973.8,34.5,34.5,办公室小食,广州,0
20,5973.8,604,604,员工礼品,广州,0
20,5973.8,686,686,员工礼品,广州,0
7,8270,12,12,出租车费,合肥,0
7,8270,49,49,其它差旅费,合肥,0
23,13996.2,952,952,餐费,沈阳,0
8,28974,2713,2713,餐费,北京,0
0,14738.31,30,30,其它差旅费,威海,0
62,11047.6,2474,2474,餐费,杭州,0
27,13492.3,930,930,餐费,宁波,0
0,25778.2,1640,1640,餐费,北京,0
15,16899,1633,1633,员工团队用餐及活动,江门,0
7,8042.8,30,30,出租车费,郑州,0
1,5505.5,59.5,59.5,其它差旅费,安阳,0
1,5505.5,100,100,固定电话及宽带相关费用,安阳,0
3,12814.4,1650,1650,旅馆房费-国内,天津,0
44,11598.83,10,10,其它差旅费,阜阳,0
44,11598.83,76.4,76.4,办公室小食,阜阳,0
8,24140.2,2992,2992,餐费,北京,0
0,8434.48,138,138,出租车费,上海,0
0,8434.48,111,111,出租车费,上海,0
40,15622.2,2978,2978,餐费,广州,0
37,7279,2500,2500,餐费,上海,0
15,10726.6,76,76,餐费,杭州,0
30,41772.4,215,215,餐费,杭州,0
5,9695.62,177.51,177.51,移动电话费,苏州,0
5,9695.62,147.11,147.11,移动电话费,苏州,0
7,8042.8,50.5,50.5,其它差旅费,郑州,0
7,8042.8,23,23,其它差旅费,郑州,0
43,3575.3,380,380,旅馆房费-国内,成都,0
16,3954,157,157,餐费,广州,0
0,2398.1,140,140,其它差旅费,郑州,0
12,24983.1,108,108,餐费,成都,0
7,7429,200,200,出租车费,北京,0
33,9732.3,110,110,餐费,太原,0
33,3716.5,185.5,185.5,其它差旅费,无锡,0
0,200,50,50,补贴,大连,0
9,6121.1,77,77,出租车费,北京,0
0,7802.6,100,100,出租车费,上海,0
7,8042.8,35,35,其它差旅费,郑州,0
14,10998.2,204,204,出租车费,泉州,0
0,10429,31,31,出租车费,上海,0
3,14913.9,306,306,餐费,上海,0
7,15483.8,217,217,移动电话费,锦州,0
1,19805,2311,2311,餐费,滨州,0
49,8664.96,750,750,其它业务费用,上海,0
0,7802.6,768,768,餐费,上海,0
0,7802.6,775.5,775.5,旅馆房费-国内,上海,0
44,11598.83,13,13,其它差旅费,阜阳,0
44,11598.83,10,10,其它差旅费,阜阳,0
7,1690.1,59.5,59.5,其它差旅费,长春,0
0,4079.85,60,60,其它差旅费,大连,0
0,4849,1297,1297,旅馆房费-国内,上海,0
0,4849,1040,1040,旅馆房费-国内,上海,0
42,17475.37,48.5,48.5,办公室小食,深圳,0
1,13494.24,1344,1344,办公室小食,太原,0
52,5983.5,373,373,餐费,绍兴,0
83,4505.4,56.4,56.4,办公室小食,南通,0
83,4505.4,139.6,139.6,办公室小食,南通,0
16,11743.1,229.5,229.5,其它差旅费,南京,0
0,422,23,23,出租车费,上海,0
51,22453.45,80,80,补贴,淮安,0
1,19668.5,399,399,移动电话费,南京,0
1,19668.5,399,399,移动电话费,南京,0
13,2467.1,112.1,112.1,餐费,哈尔滨,0
13,8663.56,241,241,餐费,杭州,0
13,8663.56,24,24,其它差旅费,杭州,0
23,5072.61,138.2,138.2,外部人员礼品,绍兴,0
16,11743.1,100,100,补贴,南京,0
1,5505.5,59.5,59.5,其它差旅费,安阳,0
1,5505.5,95.5,95.5,其它差旅费,安阳,0
12,24983.1,208,208,其它差旅费,成都,0
12,7263.11,285.11,285.11,移动电话费,昆明,0
27,7367.3,315,315,餐费,南昌,0
3,4776,331,331,餐费,无锡,0
16,11743.1,1242,1242,旅馆房费-国内,南京,0
27,26076,2675,2675,餐费,广州,0
26,16264.5,75,75,餐费,哈尔滨,0
26,16264.5,180,180,邮寄费用,哈尔滨,0
1,19668.5,1090,1090,餐费,南京,0
0,4079.85,35.1,35.1,出租车费,大连,0
33,3716.5,452,452,餐费,无锡,0
24,46930.2,34,34,餐费,北京,0
24,9509.83,2802,2802,旅馆房费-国内,青岛,0
6,4038.6,25.6,25.6,出租车费,上海,0
6,4038.6,50,50,补贴,上海,0
6,4038.6,21.4,21.4,出租车费,上海,0
6,4038.6,29.8,29.8,出租车费,上海,0
6,4038.6,24.2,24.2,出租车费,上海,0
58,9714.44,48,48,餐费,金华,0
58,9714.44,226,226,餐费,金华,0
7,8042.8,20,20,出租车费,郑州,0
20,24253.25,2855,2855,餐费,芜湖,0
27,14147.6,231,231,餐费,福州,0
2,3945.72,315,315,餐费,天津,0
21,15477.05,439.05,439.05,移动电话费,包头,0
38,2066,23,23,出租车费,上海,0
38,2066,48,48,出租车费,上海,0
27,9910.5,53.5,53.5,其它差旅费,东莞,0
65,63533.75,4311.72,4311.72,旅馆房费-海外,上海,0
3,10514,19,19,其它差旅费,烟台,0
22,7650.48,128.02,128.02,办公室小食,福州,0
22,7650.48,161.06,161.06,办公室小食,福州,0
7,7696,100,100,补贴,湛江,0
0,12773,191,191,餐费,上海,0
104,37271.3,448,448,餐费,杭州,0
26,6140.8,120,120,餐费,成都,0
3,10514,20,20,其它差旅费,烟台,0
19,24188,2819,2819,餐费,重庆,0
7,1960.03,50,50,补贴,大连,0
31,30442.81,98,98,餐费,杭州,0
7,46960,1996,1996,餐费,北京,0
0,3934.78,372,372,餐费,安阳,0
0,12100.63,10,10,出租车费,郑州,0
0,12100.63,81,81,其它差旅费,郑州,0
0,12100.63,81,81,其它差旅费,郑州,0
0,12100.63,20,20,出租车费,郑州,0
48,12128.4,720,720,餐费,广州,0
11,13648.5,1050,1050,餐费,哈尔滨,0
11,13648.5,1581,1581,餐费,哈尔滨,0
48,24924,2950,2950,餐费,扬州,0
2,43104.5,2675,2675,餐费,北京,0
2,43104.5,641,641,餐费,北京,0
3,8681.19,1200,1200,其它差旅费,石河子,0
32,8970,530,530,旅馆房费-国内,上海,0
32,8970,88,88,餐费,上海,0
32,8970,161,161,出租车费,上海,0
7,1960.03,60,60,其它差旅费,大连,0
0,6353.52,61,61,出租车费,杭州,0
58,10830.5,79,79,餐费,温州,0
0,15547.72,108,108,餐费,沈阳,0
3,12814.4,100,100,补贴,天津,0
7,7429,200,200,出租车费,北京,0
18,11094,148,148,其它差旅费,成都,0
90,6169.78,431,431,餐费,玉溪,0
44,20870,8984,8984,餐费,宁波,0
10,12145,34,34,出租车费,南京,0
48,13759.88,400,400,旅馆房费-国内,宝鸡,0
90,7349.33,50,50,补贴,上海,0
24,4498.46,139,139,餐费,东莞,0
2,33248,1908,1908,餐费,北京,0
0,2504,2250,2250,外部服务费,上海,0
0,13588,1797,1797,餐费,无锡,0
17,17483.6,300,300,移动电话费,嘉兴,0
17,17483.6,200,200,移动电话费,嘉兴,0
17,17483.6,39,39,餐费,嘉兴,0
4,8589.13,14,14,餐费,深圳,0
2,8707,2070,2070,餐费,成都,0
3,16622.12,83,83,出租车费,上海,0
3,16622.12,95,95,餐费,上海,0
3,16622.12,28,28,餐费,上海,0
19,14160.79,230,230,其它差旅费,漳州,0
99,11590.88,550,550,餐费,南通,0
39,23284,2892,2892,餐费,郑州,0
0,9828,210,210,餐费,乌鲁木齐,0
1,13494.24,237,237,餐费,太原,0
3,8033.5,283,283,餐费,北京,0
0,10429,9828,9828,外部培训费,上海,0
28,32530,1912,1912,餐费,莱芜,0
0,12773,188,188,内部期刊图书费用,上海,0
50,15589.7,120,120,餐费,西安,0
7,9910.58,656,656,旅馆房费-国内,石家庄,0
5,12627.8,24,24,出租车费,沈阳,0
0,1978.5,68,68,其它差旅费,资阳,0
6,25311.15,40,40,其它差旅费,上海,0
0,1978.5,268,268,旅馆房费-国内,资阳,0
0,1978.5,18,18,出租车费,资阳,0
3,3979.96,176,176,餐费,乌鲁木齐,0
0,4257.8,701,701,员工团队用餐及活动,石家庄,0
3,27334.5,73,73,餐费,北京,0
2,13283.35,100,100,补贴,南京,0
0,3943.14,99,99,出租车费,上海,0
3,4255,139,139,餐费,北京,0
4,9394.21,10,10,其它差旅费,枣庄,0
4,9394.21,78,78,餐费,枣庄,0
4,9394.21,160,160,汽油费,枣庄,0
2,4909.44,59.7,59.7,办公室小食,武汉,0
43,15084.39,45,45,停车及其他收费,上海,0
3,10514,100,100,补贴,烟台,0
60,8971.6,471.6,471.6,移动电话费,南昌,0
4,8589.13,226,226,员工团队用餐及活动,深圳,0
7,1690.1,11,11,出租车费,长春,0
7,1690.1,9,9,出租车费,长春,0
11,13648.5,27,27,出租车费,哈尔滨,0
6,15053,400,400,餐费,扬州,0
6,15053,216,216,餐费,扬州,0
4,8589.13,190.9,190.9,员工团队用餐及活动,深圳,0
57,13972.74,36,36,其它差旅费,成都,0
0,14738.31,30,30,出租车费,威海,0
63,5302,1505,1505,餐费,温州,0
3,9492,630,630,餐费,北京,0
10,21499.61,138,138,办公室小食,无锡,0
10,21499.61,85.5,85.5,餐费,无锡,0
4,8589.13,284.3,284.3,员工团队用餐及活动,深圳,0
22,10645,302,302,餐费,苏州,0
19,27395,1255,1255,餐费,广州,0
0,14738.31,15,15,邮寄费用,威海,0
7,10511.5,122,122,旅馆房费-国内,本溪,0
7,10511.5,15,15,出租车费,本溪,0
12,11106.5,384,384,餐费,北京,0
115,14491,210,210,餐费,哈尔滨,0
48,12128.4,15,15,出租车费,广州,0
0,6574,490,490,办公室小食,杭州,0
0,7161.45,59.5,59.5,其它差旅费,郑州,0
0,7161.45,21.5,21.5,出租车费,郑州,0
18,6656.49,53,53,出租车费,上海,0
1,14994.37,3580,3580,餐费,上海,0
18,4976,50,50,补贴,福州,0
18,6656.49,104.5,104.5,其它差旅费,上海,0
21,21129.1,98,98,固定电话及宽带相关费用,成都,0
14,4535.78,398,398,旅馆房费-国内,温州,0
14,4535.78,105,105,其它差旅费,温州,0
0,3758,100,100,补贴,驻马店,0
0,10176,203,203,餐费,上海,0
0,8784,7284,7284,餐费,深圳,0
1,7128.07,85,85,餐费,广州,0
1,21805.1,38,38,其它差旅费,晋城,0
2,5959,160,160,汽油费,南宁,0
0,2797,141,141,餐费,无锡,0
5,7082.3,450,450,餐费,上海,0
6,19547,32,32,出租车费,上海,0
24,10630,185,185,餐费,南宁,0
6,24922,92,92,餐费,南京,0
1,7509.14,387,387,餐费,太原,0
83,8557,506,506,员工团队用餐及活动,上海,0
1,21805.1,168,168,其它差旅费,晋城,0
30,16935.5,4380,4380,餐费,江门,0
0,6371.41,52,52,出租车费,上海,0
1,12829.8,420,420,邮寄费用,南昌,0
1,15407,364,364,餐费,无锡,0
1,27531,2726,2726,餐费,南京,0
7,12145,15,15,邮寄费用,苏州,0
0,4057,56,56,其它差旅费,重庆,0
0,4057,56,56,其它差旅费,重庆,0
1,5972.02,345,345,餐费,西安,0
0,3985.1,190.3,190.3,出租车费,上海,0
9,15979.8,40,40,其它差旅费,徐州,0
1,13414.1,69,69,其它差旅费,贵阳,0
1,10733.66,292.66,292.66,员工礼品,太原,0
0,7747,73,73,出租车费,上海,0
33,14966.4,101,101,餐费,沈阳,0
27,9096.5,45,45,出租车费,上海,0
1,6016.7,100,100,补贴,驻马店,0
0,2021.5,59,59,餐费,天津,0
3,10420.3,100,100,补贴,扬州,0
7,8967.79,185,185,餐费,黄石,0
1,6016.7,28,28,其它差旅费,驻马店,0
0,7747,59,59,出租车费,上海,0
1,15407,55,55,办公室小食,无锡,0
0,12920,50,50,补贴,台州,0
3,10420.3,32,32,其它差旅费,扬州,0
0,12427.61,436,436,办公室小食,广州,0
0,2875,45,45,其它差旅费,惠州,0
0,14703.4,237,237,餐费,天津,0
0,13329.83,105,105,其它差旅费,温州,0
0,637.1,48,48,出租车费,上海,0
3,10424,26,26,出租车费,上海,0
19,2280,10,10,出租车费,成都,0
19,2280,240,240,餐费,成都,0
30,12425.06,187,187,餐费,沈阳,0
14,14459.1,1200,1200,餐费,佛山,0
6,15459.3,448,448,餐费,哈尔滨,0
14,14459.1,153.1,153.1,办公室小食,佛山,0
0,7708.5,116,116,餐费,武汉,0
5,5028.76,532.4,532.4,员工礼品,杭州,0
18,6656.49,35,35,出租车费,上海,0
6,22057.4,48,48,餐费,杭州,0
0,3758,988,988,餐费,驻马店,0
6,22057.4,2770,2770,餐费,杭州,0
16,19376,2950,2950,餐费,重庆,0
0,3758,103,103,其它差旅费,驻马店,0
0,36665.4,124,124,餐费,南京,0
2,14855,540,540,餐费,南京,0
1,19166,41,41,餐费,北京,0
7,4971,274,274,员工团队用餐及活动,南京,0
1,14994.37,83,83,汽油费,上海,0
0,10381.2,274,274,其它差旅费,酒泉,0
0,10381.2,163,163,出租车费,酒泉,0
0,550,50,50,补贴,江门,0
0,6765,80,80,餐费,福州,0
20,19642.6,2200,2200,餐费,成都,0
1,13414.1,70,70,其它差旅费,贵阳,0
6,5602.1,79,79,餐费,武汉,0
6,5602.1,185,185,员工礼品,武汉,0
17,8456,50,50,出租车费,天津,0
